Component;Description;Type;;;;;;;;;;;;;;;
Mongoose;A popular ODM library specifically designed for MongoDB and Node.js.. Mongoose provides schema-based modeling, middleware hooks, validation, and population mechanisms�facilitating robust data modeling and architectural consistency in backend JavaScript applications. It is the core technology being explored in your review.;cat1; High-involvement management practices; Innovative work practices; Employee involvement practices; Participative management practices; High-performance human resource practices ;Advanced human resource management systems; Commitment-based HR systems; Performance-enhancing HR practices; High Involvement work practices; HIWP;High commitment work practices; HCWP; High performance work systems; HPWS;" Strategic human resource management practices "",cat1"
10.1080/09585192.2021.1900321;Dual-focused transformational leadership and individual creativity: moderating effects of team scout activity and individual perspective-taking. This paper developed and tested a research model in which team- and individual-focused transformational leadership (TFL) influence individual creativity through psychological empowerment and the positive effects of team- and individual-focused TFL are moderated via team scout activity and individual perspective-taking. Using multilevel and multisource matched data collected from 44 team leaders and 151 employees in 21 companies, we found that team- and individual-focused TFL had a significant indirect effect on individual creativity through psychological empowerment. The effect of team-focused TFL was significant only when team scout activity was high, whereas the effect of individual-focused TFL was significant only when individual perspective-taking was high.;art;;;;;;;;;;;;;;;
10.1080/09585192.2021.1934711;The role of organization-based self-esteem and job resources in promoting employees' job crafting behaviors. Employees' job crafting is important because it can result in better person-job fit and motivate better performance, producing favorable outcomes for both employees and organizations. Based on conservation of resources and job crafting theories, we examined effects of environmental resources (job security, autonomy, and feedback) on employees' crafting behaviors through organization-based self-esteem. Data were collected at two time points with a four-week interval. With 425 full-time U.S. employees, path analysis demonstrated that organization-based self-esteem (a personal resource) explained indirect relationships of environmental resources with job crafting behaviors. Furthermore, role ambiguity had a negative influence on the use of resources. It moderated the positive links between environmental resources and organization-based self-esteem, making them weaker, thereby limiting the indirect theoretical effect that resources could have on job crafting. Overall, findings suggest that environmental and personal resources are important antecedents of employees' proactive job crafting at work.;art;;;;;;;;;;;;;;;
10.1080/09585192.2021.1897642;The benefits and penalties of formal and informal flexible working-time arrangements: evidence from a cohort study of Australian mothers. While flexible working-time arrangements are highly sought-after entitlements for the reconciliation of work and family responsibilities, they also risk workplace stigma and deterioration in users' (typically mothers') employment status and career prospects. Among potential influences on these outcomes is the formality of provisions. In this analysis we examine job satisfaction, work/family benefits and employment penalties among Australian mothers using flexible working arrangements, comparing the outcomes of those who accessed flexible working-time arrangements formally (through policy provisions available at their workplace) with the outcomes of those who used informally negotiated arrangements. Using data from a nationally representative cohort of working mothers, we show that the use of flexible working-time arrangements was positively associated with specific indicators of job satisfaction, and that this association was stronger among mothers who accessed formal arrangements. However, formality was positively associated not only with perceived benefits (such as more time with family) but also with problems (such as intensified workloads and lost opportunities for training). Overall, our findings suggest that while formality is important, it may also amplify the tension between benefits and penalties associated with flexible working-time arrangements.;art;;;;;;;;;;;;;;;
10.1080/09585192.2021.1886150;When leader-member exchange leads to knowledge sharing: The roles of generalself-efficacy, team leader modeling, and LMX differentiation. Social exchange theory suggests that team members are willing to share their knowledge with each other due to the reciprocity motive stimulated by high-quality exchange relationships with their leader (LMX). However, the relationship may not be this simple. Applying the social learning and self-efficacy elements of social cognitive theory, we propose that team members with higher general self-efficacy are more likely to share knowledge with their teammates when they also enjoy high-quality LMX with the leader. In addition, we hypothesize that this effect is stronger when team members learn how to effectively share knowledge by observing their leader share knowledge or when the variances in LMX qualities within a team (LMX differentiation) are smaller. We also propose that knowledge sharing has a meaningful impact on performance at the team level and hypothesize that team-level knowledge sharing is positively related to team-level performance. Using a field sample of 342 individuals in 56 teams, we find support for our model. These findings advance our understanding of when and why individuals are willing to reciprocate higher-quality LMX relationships by sharing their knowledge with other teammates, and the positive effect this has on team performance.;art;;;;;;;;;;;;;;;
10.1080/09585192.2018.1496125;Diversity and inclusion branding: a five-country comparison of corporate websites. In their quest to attract talent and appear as an employer of choice, organizations must articulate the benefits of having a diverse and inclusive workforce. By communicating the attractiveness of the workplace, a company increases its exposure to the environment as an employer of choice. Within the context of employer branding, we highlight two emerging concepts that encompass corporate communication in the form of diversity and inclusion statements: diversity branding and inclusion branding. We examine the websites of 75 major companies in five different countries (France, Germany, Spain, the UK and the US). The article highlights that organizations use diversity and inclusion branding to attract talent, become employers of choice and dimensionalize diversity to signal that specific dimensions of diversity are relevant to the organization. We show that diversity and inclusion branding has become 'mainstream' and how a focus on diversity is particularly useful to attract talent while to appear as an employer of choice a focus on inclusion seems particularly beneficial.;art;;;;;;;;;;;;;;;
10.1080/09585192.2023.2271835;Constant connectivity and boundary management behaviors: the role of human agency. The surge of remote and hybrid work in the post-pandemic era has reinforced the blurred boundaries between work and nonwork responsibilities. Thus, how people manage the boundaries between work and nonwork domains has become more complicated. This study advances the work of previous studies on constant connectivity by focusing on how employees' perception of constant connectivity might actualize their boundary management behaviors. By adopting affordances for practice perspective, our study focused on contextual factors, including IT/internet policies, informal social norms, and work flexibility, to investigate how these factors could influence employees' perception of constant connectivity. This paper reports a two-phase study. In the first phase, we used sentiment analysis to rank 38 internet use policies of Australian universities, grading their strictness toward ICT/internet use. Next, building on the first phase, we interviewed 28 academics. We identified three perceptions of constant connectivity related to participants' practices, including constant connectivity as a resource for practice, a challenge for practice, and duality for practice. We also found five distinct boundary management behaviors connected to three different perceptions.;art;;;;;;;;;;;;;;;
10.1080/09585192.2023.2237877;Live like an ant to eat sugar: nurses' engagement in extreme work conditions and their perceptions of its ethicality. Based on recent research on extreme work and social exchange theory, this paper presents a pioneering study focussed on public hospital nurses' engagement in extreme work conditions and its associated ethical aspects. The empirical part comprises of 32 in-depth interviews conducted with nurses in four public hospitals in Egypt. Our findings highlight how a misunderstanding of religion, gender inequality, average education, and staff shortages are the main reasons of nurses' engagement in intensive jobs. Moreover, poor physical and mental health, lack of time for personal commitments, and a sense of coercion emerged as aspects that raise questions regarding the (un)ethicality of nurses engaging in extreme work.;art;;;;;;;;;;;;;;;
10.1080/09585192.2022.2110845;How capital shapes refugees' access to the labour market: the case of Syrians in Sweden. This paper highlights the ways Syrian refugees in Sweden utilise the different forms of capital available to them in order to find jobs and rebuild their careers. Relying on 25 in-depth interviews with Syrians who sought asylum in Sweden between 2012 and 2015, we discuss their use of social and cultural capital in order to access the Swedish labour market. While all our respondents are aware of the need to acquire capital in Sweden in order to find opportunities for work, their homeland cultural capital informs their decisions, outlooks and the kinds of options they utilise to navigate the institutional requirements in their new environment. As a result, the majority end up replicating their social positions that they had in Syria. Our analysis indicates that institutional programs aimed at labour market integration need to account for the role of social and cultural capital in realizing their goals.;art;;;;;;;;;;;;;;;
10.1080/09585192.2022.2093121;Gender diversity and firm performance: when diversity at middle management and staff levels matter. The social construction of gender has led to differences in beliefs, knowledge, experiences, or networks between women and men. Some argue that mixed gender teams can show perform better. However, empirical research at the firm level has provided mixed evidence. Moreover, these studies mainly focus on the board of directors or top management teams. Few have examined how middle management and staff levels affect firm performance. These levels form the operational layers that execute the business strategy and run daily operations. Using a unique dataset of 159 large French firms, we find that gender diversity at the two organisational levels positively impacts a firm's economic performance and contributes to its competitiveness. Gender diversity at these levels is a strategic resource that provides a sustainable competitive advantage by creating value and cannot be easily imitated by competitors quickly. We also find a nonlinear relationship due to a threshold effect related to a critical mass condition, and a hat-shaped relationship (two flat borders around the top) between gender diversity and firm performance. Specifically, firms with balanced diversity (between 40 and 60% women as employees) at the middle management and staff levels tend to be more profitable. Finally, predominantly male firms have similar performance to predominantly female firms, and that balanced-gender diversity is the real contributing factor to firm performance.;art;;;;;;;;;;;;;;;
10.1080/09585192.2021.2013922;Boomerang independent contractors: an experimental study using a psychological contract approach. The increasing prevalence of nontraditional work arrangements has led to new talent management challenges for organizations. Given independent contractors (ICs) have the potential to bring considerable value to an organization, it is in an organization's best interest to establish a pool of loyal talent that is willing to return when needed (i.e. as boomerang ICs). Through the lens of the psychological contract, we examine factors that can contribute to retaining independent contractors. Using an international sample of ICs and an experimental research design, we demonstrate that ICs are less likely to return to an organization after a perceived psychological contract breach during a previous project for the same organization. This is especially true if they voluntarily work on a contract basis. Importantly, our results suggest that expectations of both a transactional and relational nature influence independent contractor loyalty to organizations. Our findings extend the limited research on talent management in nontraditional work arrangements, producing important theoretical and practical implications for the management of independent contractors within organizations.;art;;;;;;;;;;;;;;;
10.1080/09585192.2021.2001765;Proactive career orientation and physical mobility preference as predictors of important work attitudes: the moderating role of pay satisfaction. Although protean and boundaryless career orientation have been seen mainly as different yet related constructs, a recent meta-analysis suggests a reconsideration of this career concept structure into a distinction between two independent dimensions of 'proactive career orientation' (including sub-dimensions 'self-directed', 'values driven', and 'boundaryless mindset') and 'physical mobility preferences' (including sub-dimension 'organizational mobility preference'). To examine whether or not this new proposed structure is sustained we analyze the dynamics between the boundaryless career orientation (using with subdimensions 'boundaryless mindset' and 'organizational mobility preference') and attitudinal outcomes of organizational commitment, job satisfaction, turnover intention and pay satisfaction. The results provide empirical validation for the propositions in the meta-analysis, not only regarding career concept structure but also its dynamics. They confirm areas of similarity of 'boundaryless mindset' and protean dynamics but also important differences between these dynamics for employees with a mobility preference. Boundaryless mindset employees are more intrinsically motivated and proactive in developing their career. Those having high organizational mobility preference are more extrinsically motivated and reactive when facing organizational and environmental determinants. The results show that a 'traditional' boundaryless career orientation is a two-sided coin and organizations need to differentially manage the diverse profiles of a boundaryless careers.;art;;;;;;;;;;;;;;;
10.1080/09585192.2021.1976245;Tensions in talent identification: a multi-stakeholder perspective. Research on how organisations identify talent in practice remains limited. Too often it appears that the most core construct - talent - is taken for granted in terms of how key stakeholders make sense of and give meaning to it in practice. This paper examines the talent definitions held by multiple organisational stakeholders and the criteria used in the practice of identification. Drawing from content analysis of over 200 interviews, our findings demonstrate substantial discrepancies between senior leaders' and talents' view on the meaning of talent within organisations. Moreover, there was little awareness of the identification criteria used by decision-makers that gives individuals the talent designation. Given the potential impact of this designation on employee attitudes, behaviours, and performance, the seemingly limited relationship between the meaning ascribed to talent and the identification criteria used in practice is likely to raise concerns about fairness and transparency. The findings indicate the absence of a shared and well-defined talent philosophy which we suggest is needed to guide talent management practices.;art;;;;;;;;;;;;;;;
10.1080/09585192.2021.1893786;Exploring perceived innovativeness in Central America and the Caribbean: cross-level interactions of perceived camaraderie, organizational camaraderie climate, and organizational gender diversity. We propose a cross-level perspective on the relationship between individual-level perceived camaraderie and organizational-level camaraderie climate which interact to predict employee perceptions of innovativeness. Additionally, organizational gender diversity weakens the cross-level interaction. We tested our hypotheses by conducting a multi-level study with 39,574 employees working in 53 firms in Central America and the Caribbean. The positive link between perceived camaraderie and perceived innovativeness was stronger in firms with higher organizational camaraderie climate, and this interaction was moderated in firms with more gender diversity. We discuss the international human resource management implications of social context for the organizational gender diversity and innovation literature in an often-overlooked region.;art;;;;;;;;;;;;;;;
10.1080/09585192.2024.2420212;On the road to HR legitimacy in SMEs: the signalling power of HR metrics. In this study, we examine why and how HR metrics can help increase the legitimacy of the HR function in organizations. Drawing on signalling theory, we conceptualize HR metrics as a communicational tool that signals the value of the HR function's activities and contributions. We apprehend HR legitimacy through two key concepts: the strength of the HRM system and the underlying philosophies, or raison d'& ecirc;art;;;;;;;;;;;;;;;
10.1080/09585192.2024.2354829;The effectiveness of well-being-oriented human resource management in the context of telework. Organizations can support employee well-being through a wide variety of HRM practices, which can be summarized as well-being-oriented HRM (WBHRM). It is unclear, however, whether these practices can also foster the well-being of teleworkers. Indeed, due to reduced visibility and salience, it is likely that WBHRM is less or even not effective in the telework context. To prove this assumption, we analyze how strong specific domains of WBHRM are related to different dimensions of employee well-being (including happiness, health, and relational well-being) in a non-telework and telework context. In the telework context, we also analyze the moderating role of telework intensity. Our analyses are based on data from 1,980 German employees at two consecutive points in time. Our findings reveal that the overall relationship between WBHRM and employee well-being in terms of happiness (engagement, job satisfaction) and health (strain) is not weakened in the context of telework. Nevertheless, we found differences in the importance of specific domains to foster happiness and health well-being. In terms of relational well-being, we found that WBHRM is positively related to social isolation in the telework and non-telework context (which is counterintuitive). We did not find support for any moderating effect through telework intensity.;art;;;;;;;;;;;;;;;
10.1080/09585192.2023.2298244;Understanding technology-driven work arrangements from a complexity perspective: a systematic literature review and an agenda for future research. Organizations are increasingly introducing new work arrangements triggered by fast-paced knowledge acquisition, exponential technological growth, and demographic changes. Even though many studies have provided an in-depth understanding of how technology changed individual forms of modern work (e.g. virtual teams, shared leadership, remote work), the field needs a broader view of what constitutes technology-driven work arrangements and why they are implemented in organizations. The purpose of our paper is to systematically review, structure, and integrate the empirical evidence on current research on technology-driven work arrangements and to identify blind spots, which will serve as a springboard for the further development of the field. Based on our understanding of technology-driven work arrangements as flexible approaches to work within and beyond organizational boundaries that result from technology-driven transformation processes characterized by intensified spread, speed, and depth, we identify 191 studies that meet our inclusion criteria and organize them into six thematic clusters. We integrate our findings into an overarching framework based on complexity theory. We argue that three thematic clusters identified in our systematic literature review (organizational architectures across boundaries, knowledge integration processes across boundaries, and flexible employment relations across organizational boundaries) address an organization's need for external flexibility. In contrast, three other clusters (virtual teams within organizations, virtual communication processes within organizations, and enhancement of self-responsibility of organizational actors) address internal flexibility needs, reflecting the overall goal of technology-driven work arrangements to achieve internal and external flexibility via coordinated and consistent patterns of action across all clusters. We additionally highlight underexplored research opportunities and provide promising avenues for future research.;art;;;;;;;;;;;;;;;
10.1080/09585192.2023.2255823;Hidden agenda for cross-cultural training: understanding refugees' cross-cultural experience through the capability approach. Cross-cultural training (CCT) is important for facilitating more effective interaction in a foreign country, yet theoretical development around CCT rarely captures modern-day migration trends, such as the refugee crisis. Building on the fact that refugees require extra cross-cultural support, as they rarely have sufficient time and resources to prepare pre-departure, we bring the humanitarian context to the field of international human resource management in general and to CCT literature in particular. Through a multidisciplinary review, we offer a theoretical model based on the capability approach to understand existing studies and guide future research. We especially examine the target social groups for CCT, the various components of the training, engagement by receiving community stakeholders, and the relationship of training to individuals' cross-cultural experiences in a foreign country. CCT is vital for refugees to rebuild their lives and careers in a way that enhances their substantive choices and freedoms to achieve what they value in their new country, and our review suggests scholarship has more work to do to reflect contemporary trends in its theorizing of CCT.;art;;;;;;;;;;;;;;;
10.1080/09585192.2022.2145911;Examining antecedents of repatriates' job engagement and its influence on turnover intention. Repatriate turnover is a key challenge for Multinational Enterprises (MNEs). While MNEs expect to retain returning employees (i.e. repatriates) and to benefit from new knowledge and experience they bring back from international assignments, a number of studies identify high rates of repatriate turnover intentions. This paper draws insights from social exchange theory and psychological contracts. By using survey data from 221 repatriates from the U.S., the paper presents an empirical study of the antecedents of repatriate turnover. Our findings demonstrate that repatriate perceptions of recognition of foreign experience, involvement, team orientation, and application of knowledge, had a significant impact on turnover intention and this impact was felt through repatriate job engagement i.e. repatriate job engagement significantly mediated the influence of recognition of foreign experience, involvement, team orientation, and application of knowledge on turnover intention. While the study findings contribute to the theoretical underpinnings of the antecedents of repatriate turnover it also informs how MNEs can apply new strategies and initiatives that heighten repatriate retention rates and prevent knowledge slippage and the loss of highly valued people soon after they return from international assignments.;art;;;;;;;;;;;;;;;
10.1080/09585192.2022.2133968;The role of high-involvement work practices, supervisor support and employee resilience in supporting the emotional labour of front-line nurses. Emotional labour (EL) is garnering increasing attention due to the potential negative consequences on employees and organisations. This is especially prevalent with front-line healthcare workers, resulting in high occupational turnover intention. Our study examines the use of high-involvement work practices (HIWPs), supervisor support and resilience as support resources for front-line nurses' emotional labour and work engagement to mitigate occupational turnover intention among nurses in Australia. Data was collected via a nationwide survey of 2,984 nurses and midwives. A significant positive relationship was identified between EL and occupational turnover intentions, mediated by work engagement. The provision of HIWPs resources, supervisor support and individual resilience play an important role in 'buffering' the negative impact of emotional labour on work engagement and the occupational turnover intention of nurses. The key message of our study demonstrates that multi-level resources, organisational (HIWPs), relational (supervisor support) and individual (employee resilience) are important for mitigating the effects of emotional labour on occupational turnover intentions.;art;;;;;;;;;;;;;;;
10.1080/09585192.2022.2133967;Health and the intention to retire: exploring the moderating effects of human resources practices. Although health is among the strongest predictors of retirement timing, organizational effects on this relationship are largely unknown. Based on the theory of work adjustment and socioemotional selectivity theory, this study explores the role of human resources practices in the relation between older employees' health and retirement intentions-specifically, their preferred retirement age and their intention to engage in late-career employment after being eligible for pension. Three groups of practices are distinguished: individual development practices (e.g. life-long learning and career development), practices tailoring the transition to retirement (e.g. phased retirement), and practices allowing to continue working in later life (e.g. individualized employment forms). We tested our model with multilevel data from 556 older employees and 661 managers from 101 organizations. Results suggest that healthy employees intend to retire later, if individual development practices are stronger pronounced in the organization. In addition, the positive relation between health and the intention to engage in late-career employment was stronger in organizations that provide more opportunities to continue working. Our findings contribute to a better understanding of retirement intentions and offer practical implications to shape later-life work to the benefit of both organizations and employees.;art;;;;;;;;;;;;;;;
10.1080/09585192.2022.2119093;Supervisor feedback, relational energy, and employee voice: the moderating role of leader-member exchange quality. Although scholars have attempted to explore supervisor feedback as an antecedent of voice, the underlying mechanism remains under-explored. The current research addresses this critical issue from the perspective of conservation of resources theory by delineating how and when supervisor feedback influences employee voice from an energy perspective. Using dyadic data collected from 671 employees and their 218 direct supervisors in a retailer company, we found that supervisor favorable feedback increases employees' relational energy, which, in turn, promotes employee voice. Conversely, supervisor unfavorable feedback decreases employees' relational energy and inhibits employee voice. Furthermore, we found that leader-member exchange quality is an important boundary condition for the relationship between supervisor favorable feedback and voice via relational energy. These findings highlight the role of energy in the relationship between supervisor feedback and employee voice. They also present implications for management to improve supervisors' skills at providing feedback.;art;;;;;;;;;;;;;;;
10.1080/09585192.2021.1945653;When do daily unattained tasks boost job performance? The moderating role of employee reflexivity and mindfulness. Although unattained work goals and tasks are often viewed by management as an undesired state, the present paper proposes that daily lack of closure can sometimes boost rather than block job performance. Lack of closure is defined as an employee state or subjective feeling whereby the tasks, goals, or projects of a working day remain incomplete. This state is hypothesized to positively relate to job performance for high trait-level employee reflexivity and high day-level employee mindfulness and to negatively relate to job performance for low reflexivity and low mindfulness. To test expectations, a diary survey study was conducted among 209 employees of different sectors. Results supported both hypotheses but with a different temporal pattern for each moderator: On the one hand, previous-day lack of closure negatively related to day-level performance for low employee mindfulness and positively related to day-level performance for high employee mindfulness. On the other hand, day-level lack of closure negatively related to same-day performance for low employee reflexivity and positively related to same-day performance for high employee reflexivity. Theoretical implications of the findings are discussed and practical recommendations are formulated about how employee reflexivity and mindfulness can be enhanced, for example, though workplace interventions.;art;;;;;;;;;;;;;;;
10.1080/09585192.2021.1928728;Developmental networks affect academics' career satisfaction through research productivity. Despite the increasing number of studies that address various types of developmental relationships and their outcomes, we still know little about the mechanisms through which these relationships affect career outcomes. We investigated the mediating role of academics' research productivity in the relationship between both developmental network quantity and developmental relationship, and career satisfaction. This study proposed a theoretical model for the aforementioned mechanism, and empirically tested it. Questionnaires were administered in-person to academics across eighteen universities in Turkey and 564 responses were received. Findings revealed that research productivity plays a significant mediating role in the relationship between developmental networks and career satisfaction. Results were evaluated for theoretical contributions and practical implications and discussed with regard to future research in the field.;art;;;;;;;;;;;;;;;
10.1080/09585192.2021.1925325;CEOs, leaders and managing mental health: a tension-centered approach. Little is known about how leaders view their role in managing employee mental health (MH). In response, interviews were conducted with 26 Australian CEOs and senior leaders from the private, public, and non-profit sectors across many industries. Qualitative analysis of the interviews identified themes including viewing employee MH as an individual issue, awareness of implicit bias, creating a safe workplace, ignorance of employee MH and best practices, a belief in the value of caring, use of a broad array of programs, and institutional/contextual factors influencing employee MH. A tension-centered approach was used to understand the themes. Tensions found include privacy concerns and managerial ignorance as opposed to employees feeling free to disclose MH information and finding safety and compassion in responses to employee disclosure;art;;;;;;;;;;;;;;;
10.1080/09585192.2018.1559870;The mediating effects of professional and organizational commitment on the relationship between HRM practices and professional employees' intention to stay. Previous literature on professional employees argues that the quality of their work depends on both their organizational and professional commitment. Combining a target similarity and a cognitive approach to HRM, this study examines the mediating effects of these two variables on the relationship between HRM practices and intention to stay. Using a sample of 265 professional auditors working for certified public accountancy firms, we find that organizational commitment mediates the relationship between information-sharing, fair rewards and intention to stay, while the effect of autonomy and recognition is successively mediated by professional commitment and organizational commitment. Training has a direct effect on intention to stay. The implications of these results for the development of an HRM model linking professional employees' organizational and professional commitment, thereby providing the possibility of reconciling organizational efficiency and traditional professional ethics, are discussed.;art;;;;;;;;;;;;;;;
10.1080/09585192.2021.1891113;Workplace bullying of immigrants working in Sweden. The aim of this study was to investigate the risks of being bullied at work based on country of birth, and compared to natives. We used a representative sample of the Swedish workforce collected in the autumn of 2017 (n = 1856). The results showed a more than doubled risk of being bullied for the foreign-born. Coming from a culturally dissimilar country, the risk of becoming a victim of bullying was almost fourfold. The increased risk was only for person-related bullying, indicating a risk of being excluded from the social work environment. From a social identity perspective, foreign-born is a salient out-group easy to single out and with a predatory bullying origin they easily become the scapegoat of the group or just an easy target of frustration. There was a greater risk associated with self-labelling as bullied than with the behavioural experience method. Self-labelling could possibly be construed as a mix of exposure to bullying behaviours, and being discriminated against, making it a less suitable method when studying bullying for minorities. The study shows the importance of working with these issues. It severely affects both individuals and the organization in which the negative treatment is occurring.;art;;;;;;;;;;;;;;;
10.1080/09585192.2018.1504107;Global alignment or localization? An empirical examination of global reward management in MNEs from a subsidiary perspective. The degree to which multinational enterprises (MNEs) standardize their global management practices results from the interplay between pressures on local adaptation and global alignment. Based on data from reward managers of foreign subsidiaries operating mainly in Europe, the present study examines MNEs' global reward management and influencing factors. Our results show that the impact of localization pressures varies between reward practices, remains stable between the different host countries, and is strongest for benefits. Alignment pressures are strong for all reward practices, remain stable between different home countries, and are strongest for performance-related pay. The degree of alignment and localization pressures is reflected in the extent to which subsidiary practices resemble those of HQs and local competitors. This study suggests to researchers as well as practitioners that global reward management is not a simple choice between standardization and localization;art;;;;;;;;;;;;;;;
10.1080/09585192.2024.2401021;Rethinking contexts and institutions for research on human resource management in multinational enterprises in an age of polycrisis: reflections and suggestions. International human resource management (IHRM) has covered two very distinct areas: comparative HRM (comparing HRM between national settings) and HRM in multinational enterprises (MNEs). Existing research has pointed to the multifaceted nature of contextual effects, and how they may differ qualitatively according to locale. This perspective article argues that a distinct and shared theme across this literature is much more than a recognition that many different sets of institutions and/or cultural features can make for viable alternative HRM models. We also consider whether or not MNEs seek to accommodate local realities or work to change them. Developing and broadening inquiry around these concerns may represent a solid way for researching IHRM in an age of polycrisis. Such understandings may be of great value in exploring the relationship between the present global polycrisis and HRM practice. We highlight potential concerns and opportunities for theorizing around the same.;art;;;;;;;;;;;;;;;
10.1080/09585192.2024.2374008;Work, private, self - towards an integrative framework of accountability: the case of low-status expatriates in precarious employment. Felt accountability, the perceived expectation that one's decisions and actions will be evaluated and rewarded or sanctioned, is a key driver of human behaviour and impacts work-related outcomes such as unethical behaviour and job satisfaction. The COVID-19 pandemic has shown the importance of low-status expatriates (LSEs), a vulnerable and neglected group, which is often employed under challenging working conditions in low-status occupations. In this paper, we explore how LSEs experience and manage accountabilities in their often-precarious working lives. We draw on 36 qualitative interviews with LSEs employed in Germany. The data were analysed using a directed content analysis method. Our findings highlight that while LSEs feel less accountable towards stakeholders within their organisation, they experience accountabilities from multiple stakeholders outside their organisation. We demonstrate that while LSEs consider work-related accountabilities, their key accountabilities are rooted in individuals' private lives and can lead to higher degrees of accountability intensity. This study provides unique insights into the importance of private life accountabilities and how these intersect with accountabilities at work. We offer a revised framework of accountability that includes private life as an important dimension to enhance its applicability to LSEs.;art;;;;;;;;;;;;;;;
10.1080/09585192.2023.2293066;Exploring positive and negative intersectionality effects: an employment study of neurodiverse UK military veterans. Intersectional studies have examined the impact of personal characteristics upon employment experience, but little attention has been given to specificities of the neurodiverse and the military veteran. Both may possess skills and abilities that are desirable but there are several negative stereotypes that impact the acquisition and retention of work. Additionally, talent sourcing practices by employers can favour neurotypical people with a civilian background. Adopting a multi-method approach, this study explores barriers to employment and how they are compounded at the intersection of being a neurodiverse veteran (NDV). We surveyed 232 people with a medically diagnosed condition and conducted 21 semi-structured interviews to explore NDVs' views about how the recruitment process and HR practices impact their employment relationship. Extant studies often depict the intersection of qualities to be disadvantageous for the populations studied, however, our research suggests that NDVs can have highly beneficial work capabilities. Our practical contribution includes the identification of key positive and negative aspects in the employment of NDVs and how organizations can refine their talent sourcing and management. Our theoretical contribution is made through a framework depicting the influences on NDVs' employment relationships and a set of propositions that illuminate the intersectionality of neurodiverse and military veterans at work.;art;;;;;;;;;;;;;;;
10.1080/09585192.2023.2252317;Premature return of self-initiated expatriates in the spectre of a global crisis: a sensemaking perspective. Global mobility studies have focused on the repatriation of assigned expatriates in multinational organisations overlooking the difficulties that self-initiated expatriates (SIEs) face upon returning home prematurely. Recent converging global crises have demonstrated the precarious and challenging circumstances that SIEs confront when relocating abroad of their own volition without the security and support of an organisation. Applying a sensemaking lens, our qualitative study reveals that a global crisis's volatile and unpredictable nature triggers a sensemaking process for SIEs on whether to withdraw prematurely or remain on assignment. Specifically, we unpack how, in attempting to put structure on what was a highly complex, anxious, and stressful situation, SIEs engaged in a sensemaking process of enactment, selection, and retention in deciding whether to return home early. This process involved interpreting varying contextual cues and emotions in acute conditions, processing conflicting information from a nexus of sensegiving actors, and engaging retrospectively in reflexive frames. Our findings enrich existing work on the challenges of SIE repatriation by illuminating the utility of crisis sensemaking to understand how SIEs navigate premature withdrawal amid crisis conditions.;art;;;;;;;;;;;;;;;
10.1080/09585192.2023.2225279;Star performers: strategy with a few grains of salt. Researchers are advocating a star performer strategy as a way for human resource professionals to deliver value to their employers. I highlight four concerns (four grains of salt) about applying a star performer strategy. As organizations redesign their workplaces and work policies in the wake of COVID-19, academic researchers have a responsibility to make human resource professionals aware of the risks associated with a star performer strategy. A star performer emphasis might be better viewed as a short-term course correction than a long-term human resource strategy.;art;;;;;;;;;;;;;;;
10.1080/09585192.2022.2163855;A multi-actor perspective on the effectiveness of human resource management implementation: an empirical analysis based on the ability-motivation-opportunity framework. This study is based on the assumption that human resource (HR) practices are implemented through interactions between a variety of actors involved in the process. Novel insights emerge from the analysis of how interactions between HR managers, line managers (LMs) and employees result in effective implementation of HR practices. Drawing on the ability-motivation-opportunity (AMO) framework, the aim of the study is twofold. First, we investigate the extent to which HR department initiatives-classified into HR ability-enhancing, HR motivation-enhancing and HR opportunity-enhancing-increase LMs' perceived ability, motivation and opportunity to perform in human resource management (HRM). Second, we analyse the role of LMs' AMO on the effective implementation of HR practices assessed in terms of employees' satisfaction with HR practices. We collected data from the HR manager, the line manager and between two and five employees (in total 302 employees) in each of the 100 Spanish companies in our sample. Our results reveal that HR motivation-enhancing initiatives increase LMs' motivation;art;;;;;;;;;;;;;;;
10.1080/09585192.2022.2143273;The moderating role of resonant leadership and workplace spirituality on the relationship between psychological distress and organizational commitment. The ongoing pandemic has brought the world into a paralytical scenario except for the health care workers, which turned their 'nights into nightmares'. The pervasiveness of stress, anxiety, and depression among the frontline healthcare fraternity is a significant concern for the stakeholders in the healthcare sector. The physical, mental, and emotional well-being of these COVID warriors are at stake due to the protracted period of exposure to the pandemic. This study explores the moderating roles of resonant leadership (RL) and workplace spirituality (WPS) on the constructs, psychological distress (PD), and organizational commitment (OC). Current research employs an exploratory research design. It used the purposive sampling technique and obtained data from various hospitals of four states in India, which experienced the biggest impact from COVID-19. Researchers analyzed the responses from 415 nurses and tested the hypothesis using structural equation modeling AMOS;art;;;;;;;;;;;;;;;
