Component,Description,Type
10.1080/09585192.2021.2003844,"The roles of justice climates on high-investment human resource system and unit/individual performance relationships. While there is evidence that high-investment human resource system (HIHRS) use is related to positive behavioral outcomes, our understand",art
10.1080/09585192.2021.1996433,The role of human resource practices for including persons with disabilities in the workforce: a systematic literature review. Organizations are increasingly aware that a better vocational inclusion of persons with disabilities (PWD) is in their self-inte,art
10.1080/09585192.2021.1953564,Flexibility I-deals and prosocial motives: a trickle-down perspective. Growing concerns of maintaining the best talent have contributed to the rising number of idiosyncratic deals (i-deals) at the workplace. I-deals refer to the personalised work arrangem,art
10.1080/09585192.2021.1937672,"Trapped in a loss spiral: how and when work alienation relates to knowledge hiding. Drawing on conservation of resources theory, we hypothesize that work alienation promotes knowledge hiding through emotional exhaustion and that job mobility moderates the",art
10.1080/09585192.2019.1579253,"Emotional labor directed at leaders: the differential effects of surface and deep acting on LMX. We extend leader-member exchange (LMX) theory by examining subordinate emotional labor directed at leaders as a means of influencing LMX. Specifically, we pro",art
10.1080/09585192.2021.1914129,"Controlled by the algorithm, coached by the crowd - how HRM activities take shape on digital work platforms in the gig economy. An increasing number of workers turn to digital platforms - such as Fiverr, Freelancer, and Upwork - as an alternative to tradi",art
10.1080/09585192.2018.1510847,"Off-the-job embeddedness as a moderator of the relationship between work and life conflict and turnover intention. The impact of work and life conflict on employee performance and turnover is well-understood. In contrast, the role of off-the-job embeddedn",art
10.1080/09585192.2021.1875494,An inter-disciplinary review of the literature on mental illness disclosure in the workplace: implications for human resource management. The purpose of this review is to consolidate the stock of empirical research relating to the disclosure or concealmen,art
10.1080/09585192.2024.2389870,"The new HCN-expatriate context: a multi-source, multi-method investigation of American HCN support for BRICS expatriates. With the increasing internationalization of emerging market multinational corporations (EMNCs) especially from the BRICS counties (Br",art
10.1080/09585192.2024.2382478,Institutional logics in play at work: how applying an institutional logics approach to employees' intentions to quit contextualizes HRM. Organizational and human resource management (HRM) scholars have shown an increasing interest in examining how macro-l,art
10.1080/09585192.2024.2359517,"Relational gatekeeper behaviour of HR managers in the Middle East: the role of informal networks. Wasta, the informal network context omnipresent in the Middle East, is widespread in human resource management (HRM) practices. Yet, its influence on the beh",art
10.1080/09585192.2023.2267426,"Athletic participation brings more job opportunities, true or false?. Fair recruitment matters, as it affects employees, managers and the organization. The phenomenon of athletic-participation-preference (APP) concerns both scholars and managers, affectin",art
10.1080/09585192.2023.2237867,"Talent management in German multinational firms in China: the role of headquarters-subsidiary relations. Despite the bourgeoning interest in talent management (TM) in the last two decades, limited research has been carried out to understand the diffusion ",art
10.1080/09585192.2023.2225281,"Integrating utility analysis and workforce strategy research: suggestions for future work. Firms ask their employees to perform a wide variety of tasks, often with daunting time constraints. Research on the firm-level impact of these behaviors - including",art
10.1080/09585192.2023.2227920,"Playful work design, engagement and performance: the moderating roles of boredom and conscientiousness. This study uses proactivity and play theories to investigate playful work design - the personal initiative to change the psychological experience of wo",art
10.1080/09585192.2022.2138494,"The dynamic capability view in exploring the relationship between high-performance work systems and innovation performance. In this study, we develop and test a framework that theorizes how high-performance work systems (HPWS)-a set of interrelated HR pra",art
10.1080/09585192.2022.2129418,"The slippery slope effect of patient incivility: unleashing the roles of surface acting and receiving help in employees' unethical behavior and organizational citizenship behavior. Drawing from job demands- resources model (JD-R), we examine how patient i",art
10.1080/09585192.2022.2054286,"Fake it or make it to stay? A case of Pakistani frontline emergency rescue workers. Drawing from the job demands-resources (JD-R) model and job characteristics model (JCM), this study examined the relationship between emergency rescue workers' surface act",art
10.1080/09585192.2022.2032265,"Talent management and performance in the public sector: the role of organisational and line managerial support for development. While research shows that talent management (TM) practices are linked to individual and organisational outcomes, little is know",art
10.1080/09585192.2021.2013923,"Impact of women and ethics committees on firms' value and financial performance. The literature on the impact of gender diversity on firms' value and performance is mixed. To shed light on these mixed results, we consider that other mechanisms in place, s",art
10.1080/09585192.2021.1986563,How can CEOs influence HRM implementation? Unfolding top management's role in HRM. This paper investigates how CEOs can influence the implementation of HRM policies in their organizations. It does so by comparing the HRM implementation roles of the same C,art
10.1080/09585192.2021.1964093,Voice in non-traditional employment relationships: a review and future research directions. Research on employee voice has been widely documented for workers in traditional employment relationships (TERs) and has offered a broad understanding of how they ,art
10.1080/09585192.2021.1961161,A moderated mediation study of high performance work systems and insomnia on New Zealand employees: job burnout mediating and work-life balance moderating. We explore the wellbeing of employees (via insomnia and job burnout) due to the importance of a hea,art
10.1080/09585192.2021.1948889,"Heeding the call from the promised land: identity work of self-initiated expatriates before leaving home. Despite growing interest in self-initiated expatriates (SIEs), we know little about how SIEs develop the aspiration to leave both home employers and ",art
10.1080/09585192.2021.1925324,Executive pay dispersion: Reconciling the differing effects of pay inequality and pay inequity on firm performance. Debate persists regarding the effects of executive pay dispersion on firm performance given that conflicting findings have plagued the lite,art
10.1080/09585192.2021.1891112,Designing job ads to stimulate the decision to apply: a discrete choice experiment with business students. This study advances a differentiated understanding of job ad pre-hire effectiveness. It analyzes the utility values for varying levels of job ad att,art
10.1080/09585192.2018.1499669,"Signals of support: flexible work for mutual gain. Even where organizational policy provides for flexible work arrangements (FWAs), uptake of FWAs depends on employee perceptions of supervisor and organizational support for flexible work. Supervisor suppo",art
10.1080/09585192.2021.1879204,"'To empower or not to empower, that's the question'. Using an empowerment process approach to explain employees' workplace proactivity. The study investigates to what extent empowering HRM practices (i.e., workplace flexibility, professional autonomy, and",art
10.1080/09585192.2021.1878648,"Celebrating and advancing the scholarship of David P. Lepak (1971-2017): special issue introduction. This special issue is devoted to Professor David P. Lepak, who passed away on December 7, 2017. The special issue is meant to honor Professor Lepak's (or ",art
10.1080/09585192.2024.2379434,"How to commit aging workers: the role of HR bundles. Since workforces are aging worldwide, scientists and practitioners aim at understanding the potential contribution of (bundles of) HR practices in increasing commitment among aging workers. In this time",art
10.1080/09585192.2024.2364211,"Exploring the determinants of career success after expatriation: a focus on job fit, career adaptability, and expatriate type. Expatriation significantly influences the career paths of individuals after their international work experience. This study draw",art
10.1080/09585192.2024.2342297,Filling talent shortages with foreign students? Understanding foreign exchange students' willingness to work for host-country organizations. Foreign exchange students can serve as a valuable talent pool for host-country organizations. This study draws on ,art
10.1080/09585192.2023.2211711,"Crafting for oneself while considering others: how the relational design of work shapes job crafting. Job crafting is a concept of increasing interest to human resource management (HRM), as it involves employees re-designing their jobs to maintain and inc",art
10.1080/09585192.2022.2142064,"Family status and changing demands/resources: the overlooked experience of solo-living employees transitioning to homeworking during the Covid-19 pandemic. Solo-living employees are a growing segment of the workforce, yet their work-life experiences are u",art
10.1080/09585192.2022.2117991,Quid pro quo? The future for graduate development programmes through the lens of talent management. The value of graduate development programmes (GDPs) from a talent management (TM) perspective is unknown. The contemporary TM literature focuses primarily ,art
10.1080/09585192.2022.2113820,"The pragmatic side of workplace heroics: a -self-interest perspective on responding to mistreatment in work teams. Research on third-party reactions to workplace mistreatment has often focused on a moral perspective, but has devoted limited attention to t",art
10.1080/09585192.2019.1588345,How careers change: understanding the role of structure and agency in career change. The case of the humanitarian sector. This paper examines how agency and structure interact to influence the changing nature of careers in the French Humanitarian Sector -,art
10.1080/09585192.2018.1522656,The moderating role of HR practices on the career adaptability-job crafting relationship: a study among employee-manager dyads. This study aims to investigate whether career adaptability could enhance an employee's work engagement through job crafting beh,art
10.1080/09585192.2021.1897643,Humanoid robot adoption and labour productivity: a perspective on ambidextrous product innovation routines. The increasing presence of humanoid robot adoption has generated a change in explorative and exploitative routines. If the explorative routines pro,art
10.1080/09585192.2018.1480511,"The paradox of the contented female worker: the mediating role of income and the moderating role of sexual orientation. Employing longitudinal data, we examine how income mediates, and sexual identity moderates, the gender-job satisfaction relationship us",art
10.1080/09585192.2020.1863248,"Employed but not included: the case of consumer-worers in mental health care services. This article explores how employees with mental illness perceive HRM and its impact, drawing on consumer-centred perspectives. Using the case of consumer-workers employ",art
10.1177/2340944420931871,"Complexity is never simple: Intangible intensity and analyst accuracy. We examine the relationship between intangible intensity and the accuracy of analyst forecasts. Using an international sample of 2,200 firms during 2000-2016, we show that analyst accu",art
10.1177/2340944420927716,Low interest rates and executive risk-taking incentives: Evidence from the United States. This article contributes to the literature by indicating how certain monetary policies impact the compensation incentives of US managers to adopt riskier business po,art
10.1177/2340944420916307,Is the formalization of NPD collaboration productive or counterproductive? Contingent effects of trust between partners. New product development (NPD) collaborations with external partners involve high coordination costs and run substantial risks. Formali,art
10.1177/2340944420924402,How much control do firms exercise over their resources when entering emerging markets? The influence of institutional voids on entry mode degree of control. The international management literature has presented inconclusive results about the effect of in,art
10.1177/2340944420929711,The microfoundations of organizational ambidexterity: A systematic review of individual ambidexterity through a multilevel framework. The analysis of ambidexterity at the individual level may help to open the black box of organizational ambidexterity and ,art
10.1177/23409444211034870,Introduction to the Reflection Forum: Clouds in the business landscape-Reflections on the implications of major worldwide turmoil for management and organizations. ,art
10.1177/23409444221140919,"Connecting the Sustainable Development Goals to firm-level sustainability and ESG factors: The need for double materiality. In this essay, we connect the United Nations' Sustainable Development Goals (SDGs)-an extensive collection of society-level goals a",art
10.1177/23409444221138582,"Turnover intentions and safety compliance in the military: A psychological contract perspective. NATO members have been coping with low motivation and morale. Such environments typically have high turnover intentions and neglect behavior. However, safety ",art
10.1177/2340944420988294,"Creditor rights, monetary policy, financial crisis, and trade credit. This article analyses how creditor rights affect the trade credit channel of monetary policy. We also aim to test whether these effects were conditioned by the global financial crisis o",art
10.1177/2340944420916100,Judging severity of unethical workplace behavior: Attractiveness and gender as status characteristics. This research focuses on the role of gender and physical attractiveness in judging severity of unethical workplace behavior. Scenarios with possible eth,art
10.1177/2340944420933629,The effectiveness of R&D subsidies in fostering firm innovation: The role of knowledge-sourcing activities. This article presents a novel conceptual framework that uses the notion of knowledge sourcing to explain how firms realize benefits from R&D subsid,art
10.1177/23409444211002521,"High-performance work practices, socioemotional wealth preservation, and family firm labor productivity*. Despite growing research on the effect of high-performance work practices (HPWPs) on family firm performance, the implications of socioemotional weal",art
10.1177/23409444231185790,"Sensing, seizing, and reconfiguring dynamic capabilities in innovative firms: Why does strategic leadership make a difference?. Despite existing evidence indicating that organizational learning positively influences dynamic capabilities, the complex and d",art
10.1177/23409444211009528,"Talent management challenges during COVID-19 and beyond: Performance management to the rescue. The COVID-19 pandemic has resulted in significant talent management challenges including (a) hiring freezes and layoffs; (b) salary freezes, canceled bonuses, a",art
10.1177/2340944420916098,Consumer satisfaction-based social commerce service quality management. Social commerce (s-commerce) is a social media service enabling consumers' participation in the online marketing and sale of products and services. This study aims to (a) identify key,art
10.1177/23409444231189825,Pay to be green? The effect of corporate social responsibility contracting on green innovation performance. This study examines how the integration of corporate social responsibility (CSR) criteria in executive compensation can improve green innovation pe,art
10.1177/23409444231184482,"Training and employee turnover: A social exchange perspective. Training is often thought to benefit organizations; however, these benefits only materialize if trained employees remain at the organization. Empirical findings are mixed regarding the directi",art
10.1177/23409444221118097,Business for peace: How entrepreneuring contributes to Sustainable Development Goal 16. We examine entrepreneurial ventures in a post-conflict context to identify practices that are helpful for companies operating in conflict zones while contributing to t,art
10.1177/23409444221103283,"Agglomerations around natural resources in the hospitality industry: Balancing growth with the sustainable development goals. Many tourism agglomerations are situated near natural resources, which implies a need to balance business growth with environment",art
10.1177/23409444221091281,"Where smart meets sustainability: The role of Smart Governance in achieving the Sustainable Development Goals in cities. Sustainable Development Goals (SDGs) seek to achieve economic, social, and environmental progress globally. However, trade-offs among ",art
10.1177/2340944420940313,"Optimal board independence with gray independent directors. Based on the optimal board independence theory, we analyze how Spanish listed firms determine the presence of genuine and gray independent directors. We classify independents as gray whenever the",art
10.1177/23409444211005779,"Investigating strategic responses of SMEs during COVID-19 pandemic: A cognitive appraisal perspective. In this study, we investigate the response intentions of small- and medium-sized enterprises (SMEs) during the recent economic crisis initiated by the C",art
10.1177/2340944420987572,Co-opted boards and earnings management: Evidence of reduced short-termist behavior. This study contributes to the emerging literature on board co-option by examining how and to what extent co-opted directors influence managers' attitudes about earnings m,art
10.1177/2340944420916309,Dynamic capabilities: The role of board monitoring and managerial incentives. Research on the nature and value of firms' dynamic capabilities has produced contradictory propositions and findings. Scholars have argued that contingency theorizing has the po,art
10.1177/23409444211008907,"Can family firms nurture socioemotional wealth in the aftermath of Covid-19? Implications for research and practice. Family firms are the most prevalent form of economic organization in the world, but despite their reputation for resilience and agility, m",art
10.1177/23409444211017913,The road to more sustainable firms in the face of a pandemic: Changes needed in employment relationships. The COVID-19 pandemic has changed the way we operate at work. Dealing with these changes may require new ways of thinking about our models of employm,art
10.1177/23409444221140912,The roles of multinational enterprises in implementing the United Nations Sustainable Development Goals at the local level. Multinational enterprises (MNEs) play a fundamental role in advancing the implementation of the United Nations Sustainable Developm,art
10.1177/23409444221125239,"Pursuing equal pay for equal work: Gender diversity in management positions and the gender pay gap throughout the wage distribution. Despite the massive incorporation of women into the labor market, equal pay for equal work remains a challenge. This artic",art
10.1177/2340944420941857,Measuring credit risk in family firms. This article attempts to identify the default risk measure which best reflects the idiosyncratic context of public family firms. Seven accounting- and market-based measures are compared over a sample of 981 US family,art
10.1177/2340944421998056,"M&A successes: Breadth, depth, and deal completion time in the US semiconductor industry. Most previous studies examining M&As (mergers and acquisitions) have focused on the post-merger integration process. While there have been studies that have partiall",art
10.1177/23409444211033306,"Active emotions and personal growth initiative fuel employees' daily job crafting: A multilevel study. In this study, we expand on the existing work on job crafting by focusing on (1) within-person fluctuation in affective experiences in relation to job c",art
10.1177/23409444231164427,Performance feedback and firms search behaviors: Role of corporate governance in companies around the world. Research on firm's motivation to undertake search behaviors in situations of positive and negative performance feedback is limited in empirical li,art
10.1177/2340944420916308,"Exports of Spanish manufacturing firms and financial constraints. We investigate the role of financial constraints on firms' exporting behavior, including firms' export decision, export intensity, firms starting to export decision, and exports persistence",art
10.1177/23409444221120053,"Turnaround and human resource strategies during the COVID-19 crisis. In the highly complex world of human resource management (HRM), organizations need to maintain both an inward and an outward approach in times of crisis. To adequately manage human resou",art
10.1177/23409444211008902,"COVID-19 as External Enabler of entrepreneurship practice and research. For decades, entrepreneurship and strategy research has been dominated by agent-centric and inward-looking theoretical perspectives. The ongoing COVID-19 pandemic demonstrates the lim",art
10.1177/2340944420924417,"Politicians in disguise and financial experts on the board: Evidence from Spanish cajas. This study offers insight into the role of board politicization on the Spanish cajas' performance from a dual perspective. First, we analyze the effect of a new kind ",art
10.1177/2340944421994117,"Successful turnarounds in bankrupt firms? Assessing retrenchment in the most severe form of crisis. During economic downturns, firms file for bankruptcy in an effort to attempt a turnaround. The objective of this study is to assess the effectiveness of re",art
10.1177/23409444231184483,"Braking before the curve and accelerating inside? Exploration, countercyclical behavior, and SMEs' resilience during economic downturns. Some studies have provided empirical evidence that firms' high growth rates just before economic crises are negatively",art
10.1177/23409444221110588,"The reaction to CSR controversies by institutional investors. Despite the importance of Corporate Social Responsibility (CSR) firm controversies, little is known about their effect on institutional investors. We study the most important institutional inve",art
10.1177/2340944420924404,"Building efficacy beliefs through team task engagement and past task performance in contemporary teams. It is important for organizations to identify the drivers for effective collaboration in contemporary teams, such as self-managed ad hoc teams. Therefo",art
10.1177/2340944420929706,"How do emerging market SMEs utilize resources in the face of environmental uncertainty?. Using the resource-based view of the firm, this article examines how different resources are used by small- and medium-sized enterprises (SMEs) in response to environ",art
10.1177/23409444211007487,"The role of national culture as a lens for stakeholder evaluation of corporate social performance and its effect on corporate reputation. Studies have shown that corporate social performance (CSP) is an antecedent of corporate reputation, acting as a sign",art
10.1177/23409444211008906,"The mask of the red death: Leadership, hubris, and the Covid-19 crisis. Throughout history, societies have been beset by disasters that took them by surprise, often with widespread and devastating consequences. When crops, animals, or people began dying w",art
10.1177/23409444221113869,"Do mergers and acquisitions disrupt marketing capabilities?. Motivated by the resource-based view (RBV) of the firm, this study explores whether mergers and acquisitions (M&As) can facilitate or impede a firm's marketing capabilities. Furthermore, this st",art
10.1177/2340944420924336,"Profit Efficiency as a Measure of Performance and Frontier Models: A Resource-Based View. Although the resource-based view (RBV) of the firm is one of the most accepted theories of strategic management, it has been criticized for its limited empirical sup",art
10.1177/23409444221134868,"Pursuing equal pay for equal work: Gender diversity in management positions and the gender pay gap throughout the wage distribution (Sep, 10.1177/23409444221125239, 2022). ",art
10.1177/23409444231184479,The watchers on the wall: Inter-Korean geopolitical risk and firm risk-taking. This article investigates the relationship between Inter-Korean geopolitical risk (IKGPR) and South Korean firms' risk-taking in the context of highly political tensions in the,art
10.1177/2340944420942525,Information asymmetries in intrafamily business succession. The often long-lasting process of intrafamily business succession involves contracts for management and ownership transfer that unfold in a complex series of stages. The older and larger a family,art
10.1177/23409444221129622,Do multinational enterprises with better social performance have a higher likelihood of cross-border acquisition completion? Analyzing the role of reputation for social performance in cross-border acquisitions. The social performance (SP) of a firm is ass,art
10.1177/2340944420916101,"CSR and battered women: Stakeholder engagement beyond salience?. The use of salience as a tool to determine which stakeholders matter may lead to the marginalization of some stakeholder groups. As a normative theory, salience is problematic because it upr",art
10.1177/2340944420924411,"Unraveling the role of governance mechanisms in online ratings: The case of Spanish chain-affiliated hotels. This article studies how the choice of the mechanism of governance affects online ratings of hotels, empirically exploring the conditions under wh",art
10.1177/23409444211020761,Governance of global value chains after the Covid-19 pandemic: A new wave of regionalization?. The disruption of the trade and investment activities of multinational enterprises as a consequence of the Covid-19 pandemic has reinvigorated the debate on the,art
10.1177/2340944420985862,"On the drivers of successful crowdfunding: The case of the platform Verkami. This article analyzes the determinants of successful crowdfunding initiatives using a sample of 5,251 projects from the reward-based Spanish platform Verkami. In contrast to most",art
10.1177/23409444211035138,Building resilience and performance in turbulent times: The influence of shared leadership and passion at work across levels. The COVID-19 pandemic has tested health care professionals to the extreme. This study investigated the re-enchanting effect of sh,art
10.1177/23409444231156192,"Balancing exploration and exploitation across boundaries: Evidence from new product development. Exploration and exploitation have opposite natures; therefore, balancing the two presents a key challenge for firms. Recent studies have argued that firms can",art
10.1177/23409444211070299,How to re-enchant workplaces and organizations? An introduction to the special issue. Enchanting work is a polysemic term that can account for multiple interpretations. It can be defined as a feeling of being connected in an affirmative way to existence. ,art
10.1108/PR-08-2023-0700,"Talent philosophies and institutional factors as determinants of talent management in SMEs: a French country-specific empirical investigation. Purpose - Talent management (TM) is a crucial strategic issue for global organizations, extending beyond multina",art
10.1108/PR-04-2023-0296,A temporal evolution of human resource management and technology research: a retrospective bibliometric analysis. Purpose-Research on human resource management (HRM) and technology has gained momentum recently. This review aims to create a bibliographic p,art
10.1108/PR-11-2021-0809,"Human resource analytics, creative problem-solving capabilities and firm performance: mediator moderator analysis using PLS-SEM. PurposeBased on resource-based and dynamic capabilities theorizing, this study explores how human resource analytics (HRA) can",art
10.1108/PR-04-2023-0290,"What is in your résumé? The effects of multiple social categories in résumé screening. PurposeNumerous studies have shown that minority workers are disadvantaged in the labour market due to stereotypes and discrimination. However, published research on re",art
10.1108/PR-04-2019-0217,Transforming self-perceived self-employability and entrepreneurship among mothers through mobile digital sharing economy platforms: an exploratory case study. Purpose This research focuses on the extent sharing economy transforms employability for women i,art
10.1108/PR-12-2021-0862,"The relationship between self-leadership and employee engagement in Lebanon and the UAE: the moderating role of perceived organizational support. Purpose As the work context is dynamically changing, enhancing employee engagement through personal and organ",art
10.1108/PR-02-2021-0075,How difficulties in upward voice lead to lateral voice: a case study of a Chinese hospital. Purpose The aim of this study is to explore and unpack the notion of lateral voice within the context of a Chinese hospital. Design/methodology/approach A qualitat,art
10.1108/PR-05-2020-0332,"The instrumental role of employee voice in achieving promotability: social influence perspective. Purpose Drawing upon social influence theory, this study examines employee voice as one potential form of social influence that enables employees to receive ",art
10.1108/PR-07-2020-0513,Why employee engagement matters? Evidences from Delhi Metro Rail Corporation in India. Purpose The purpose of this paper is to shed light on the relationship between organizational commitment (OC) and organizational citizenship behavior (OCB) as mediated ,art
10.1108/PR-01-2021-0014,Development and validation of multi-factor employee engagement measuring instrument: a formative measurement model. Purpose The purpose of this study is to bring about an exhaustive measurement instrument of employee engagement and validate the same in In,art
10.1108/PR-08-2019-0443,"Does job stress enhance employee creativity? Exploring the role of psychological capital. Purpose Using the conservation of resource theory, the purpose of this paper is to investigate the potentially positive influence of job stress on creativity through",art
10.1108/PR-11-2022-0752,"Age-inclusive HR practices and older workers' voice behavior: the role of job crafting toward strengths and negative age-based metastereotypes. PurposeUsing signaling theory, the overarching purpose of this study is to provide an insight into how age-incl",art
10.1108/PR-02-2022-0087,"When humor masks abuse: employee responses to abusive supervision through the lens of relational energy. PurposeDrawing on conservation of resources theory, this study aims to develop a resource-based model depicting a decreased level of psychological res",art
10.1108/PR-12-2020-0894,Transactional leadership matters in green creative behaviour through workplace learning and green knowledge management: moderating role of social network sites use. PurposeThe purpose of this study is to investigate the predictive influence of transaction,art
10.1108/PR-12-2020-0891,"Can patient gratitude compensate for depletion from family-to-work conflict in nurses? An experience sampling study. Purpose Nurses' work engagement is critical for the service quality of the hospital. Thus, investigation on the influencing factors of nur",art
10.1108/PR-07-2020-0573,The mediating role of fairness on the effectiveness of strategic performance measurement systems. Purpose This study examines the mediating role of the fairness of performance appraisal on the association between the extent of use of strategic performance,art
10.1108/PR-10-2019-0539,"Multicultural skills in open innovation: relational leadership enabling knowledge sourcing and sharing. Purpose In this paper, the authors argue that multicultural skills and relational leadership act as enablers for open innovation, and thereby examine t",art
10.1108/PR-11-2019-0638,"Self-initiated expatriation and older women: composing a further life. Purpose Research into self-initiated expatriation (SIE) has increased exponentially, although the focus of these investigations has been on professional workers, and little has been ge",art
10.1108/PR-05-2024-0467,"Proactive personality and mental well-being among the working population: testing a moderated mediation model. PurposeMental health issues negatively affect employees' quality of life and employers' bottom line. Consequently, ensuring well-being in the wo",art
10.1108/PR-12-2022-0900,Too tired to not reconsider the way we work: mothers' lessons learned teleworking during COVID-19. PurposeWorking mothers experienced dramatic changes to their daily routines during the COVID-19 pandemic. Many began to work from home as they simultaneousl,art
10.1108/PR-02-2023-0103,"Not your average candidate: overqualified job applicants in the eyes of hiring practitioners. PurposeEarly research on overqualification suggested that overqualification is primarily associated with negative attitudes and behavior. As a consequence, hirin",art
10.1108/PR-04-2023-0282,Mental health and expatriate psychological adjustment post-COVID: towards a new framework. PurposeThis paper aims to propose an expatriate psychological adjustment model that postulates expatriate mental health as an antecedent to psychological adjustment,art
10.1108/PR-04-2023-915,"Guest editorial: A different world of work: the sharing economy and (in)equity, identity and rewards. ",art
10.1108/PR-02-2021-0108,Intrinsic and extrinsic reward synergies for innovative work behavior among South African knowledge workers. Purpose The purpose of this paper is to investigate whether organizational support for innovation and informational extrinsic rewards moderate the,art
10.1108/PR-10-2021-0733,"The link between supervisor support, servicing efficacy and job satisfaction among frontline hotel employees: an investigation in Turkey. Purpose This paper aims to examine the association between supervisor support, servicing efficacy and job satisfactio",art
10.1108/PR-02-2021-0103,Job attitudes and career behaviors relating to employees' perceived incorporation of artificial intelligence in the workplace: a career self-management perspective. Purpose Artificial intelligence (AI) continues to be deployed in workplaces. While there a,art
10.1108/PR-07-2019-0353,"Perceived managerial intimidation: harmful implications and potential buffers. Purpose Does perceived managerial intimidation result in harmful emotional and behavioral implications that impair employees' performance? If so, are there buffers against thes",art
10.1108/PR-01-2021-0062,"A balanced perspective on the affordance of a gamified HRM system for employees' creative performance. Purpose Rather than overstating the favorable effects of gamification on work outcomes, the purpose of this paper is to present a more balanced perspect",art
10.1108/PR-01-2021-0050,"How do work-life support practices impact bank employees' subjective well-being?. Purpose Based on the social exchange theory, the paper aims to explore the effects of work-life support (WLS) practices on subjective well-being through work engagement and ",art
10.1108/PR-04-2021-0301,"Cultivating organizational attraction: a resource view on psychological contracts of career development among interns. Purpose The purpose of this study is to examine the relationship between psychological contracts and subsequent internship outcomes, wit",art
10.1108/PR-06-2021-0404,Stakeholder engagement in inclusive employability management for employees whose health at work is impaired: empirical evidence from a French public organisation. Purpose This paper identifies the stakeholders engaged in inclusive employability management,art
10.1108/PR-07-2021-0535,"Understanding the development of a common social identity between expatriates and host country nationals. Purpose This article examines the impact of expatriates' interaction adjustment and conducive work environment (i.e. trust, shared vision and intercu",art
10.1108/PR-10-2021-0723,Subtle workplace discrimination inhibiting workers with intellectual disability from thriving at the workplace. Purpose The purpose of the article is to examine the experiences of workers with intellectual disability (WWID) and subtle discriminatory pract,art
10.1108/PR-11-2021-879,"Workplace violence, deviant and problematic work behaviors in contemporary workplaces: the role of HRM to build resilience and well-being. ",art
10.1108/PR-11-2019-0642,"Relationship of perceived supervisor support, self-efficacy and turnover intention, the mediating role of burnout. Purpose The purpose of this paper is to study the effect of two positive organizational factors: the perceived supervisor support (PSS) and ",art
10.1108/PR-12-2019-0708,The role of ethical leadership in enhancing exploitative and explorative learning simultaneously: what does it matter if employees view work as central?. Purpose The present study aimed to test the hypothesis that ethical leadership positively contributes,art
10.1108/PR-05-2020-0372,"Knowledge sharing, knowledge transfer and SMEs: evolution, antecedents, outcomes and directions. Purpose - The purpose of this paper is to systematically synthesize the extant literature of knowledge sharing (KS) and knowledge transfer (KT) in the small a",art
10.1002/hrm.22210,"Does one size fit all? The role of job characteristics in cultivating work passion across knowledge, blue-collar, nonprofit, and managerial work. We integrate the job characteristics and dual work passion models to explore the indirect (via work meaningfu",art
10.1002/hrm.22201,"Out of the shadow? The effect of high-status employee departure on the performance of staying coworkers in financial brokerage firms. Because high-status employees make disproportional contributions to firms, prior literature suggests that their departure",art
10.1002/hrm.22181,"To stand out or fit in? How perceived overqualification motivates proactive and affiliative performance. Contributing to the literature on positive effects of overqualification, this research examines when and why perceived overqualification predicts affi",art
10.1002/hrm.22156,Communication quality and relational self-expansion: The path to leadership coaching effectiveness. Leadership coaching-a relational process by which a professional coach works with a leader to support their development-is a common component of learning a,art
10.1002/hrm.22063,Culture and performance appraisal in multinational enterprises: Implementing French headquarters' practices in Middle East and North Africa subsidiaries. Performance appraisal requires interactions between managers and employees and as such can be highly ,art
10.1002/hrm.22254,Included Yet Socially Anxious: How Disability Severity and Nonacceptance Weaken the Effect of Perceived Climate for Inclusion on Social Anxiety. Understanding the workplace experiences of people with disabilities (PWD) is crucial for creating truly inclus,art
10.1002/hrm.22244,"Gender promotion gaps across business units in a multiunit organization: Supply- and demand-side drivers. Drawing on gender role and gender queuing theories, we employ a multi-stage process model to investigate demand- and supply-side drivers of gender pr",art
10.1002/hrm.22229,"Motivational strivings, human resource management practices, and job performance: An advancement of the theory of purposeful work behavior. Understanding how employees respond to HR systems is a critical question in the strategic HR literature and the nee",art
10.1002/hrm.22222,The effects of relational human resource management: A moderated mediation model of positive affective climate and collective occupational calling. Relationship-oriented human resource management (HRM) contributes to organizational functioning by promotin,art
10.1002/hrm.22166,"Backlashes or boosts? The role of warmth and gender in relational uncertainty reductions. Both men and women who violate gender stereotypes incur backlashes, or penalties, for these transgressions. However, men who engage in warm, communal behaviors occas",art
10.1002/hrm.22162,Strategic human resource management in the context of environmental crises: A COVID-19 test. This article explores the gaps in strategic human resource management (SHRM) research exposed by the COVID-19 pandemic in order to guide future SHRM research in t,art
10.1002/hrm.22084,"The treatment of disabled individuals in small, medium-sized, and large firms. Integrating literature on small firm informality and organizational growth and development into Stone and Colella's model of the workplace treatment of disabled individuals, we",art
10.1108/PR-02-2024-0159,"Human resource management practices in corporate restructuring: a review and agenda for future research. Purpose - Although corporate restructuring has the potential to provide performance benefits to firms, it can also bring upheaval and challenges to th",art
10.1108/PR-02-2023-0129,"Workplace violence in extreme settings: the case of aged care workers and the role of anti-violence HRM and trust of managers on intention to leave. PurposeAged-care work has become an extreme form of work. Anti-violence HRM, comprising practices to comba",art
10.1108/PR-11-2022-0803,Realigning human resource development in Saudi public universities: exploring equity and social justice theories. PurposeSaudi Arabia (SA) is amongst the few countries with a significant foreign workforce who are employed in the higher education sector. M,art
